year,make,model,body_styles,trims,image_sources
2006,Cadillac,DTS,['Sedan'],"{'Sedan': {'Sedan 4D': {'Horsepower': '275 @ 6500 rpm HP', 'Engine': 'V8, 4.6 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 6'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Cadillac-DTS-FrontSide_CADTS061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Cadillac,Escalade,['SUV'],"{'SUV': {'Sport Utility 4D': {'Horsepower': '345 @ 5200 rpm HP', 'Engine': 'V8, HO, 6.0 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 8'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Cadillac-Escalade-FrontSide_CSESC061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Cadillac,Escalade ESV,['SUV'],"{'SUV': {'Platinum Edition Sport Utility 4D': {'Horsepower': '345 @ 5200 rpm HP', 'Engine': 'V8, HO, 6.0 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 7'}, 'Sport Utility 4D': {'Horsepower': '345 @ 5200 rpm HP', 'Engine': 'V8, HO, 6.0 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 8'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Cadillac-Escalade%20ESV-FrontSide_CSESCESV061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Cadillac,Escalade EXT,['Pickup'],"{'Pickup': {'Sport Utility Pickup 4D 5 1/4 ft': {'Horsepower': '345 @ 5200 rpm HP', 'Engine': 'V8, 6.0 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 5'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Cadillac-Escalade%20EXT-FrontSide_CSESCEXT061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Cadillac,SRX,['SUV'],"{'SUV': {'Sport Utility 4D': {'Horsepower': '255 @ 6500 rpm HP', 'Engine': 'V6, 3.6 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 7'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Cadillac-SRX-FrontSide_CSSRX061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Cadillac,STS,['Sedan'],"{'Sedan': {'STS-V Sedan 4D': {'Horsepower': '469 @ 6400 rpm HP', 'Engine': 'V8, Supercharged, 4.4L', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 5'}, 'Sedan 4D': {'Horsepower': '255 @ 6500 rpm HP', 'Engine': 'V6, 3.6 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Cadillac-STS-FrontSide_CASTS061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Cadillac,XLR,['Convertible'],"{'Convertible': {'Convertible 2D': {'Horsepower': '320 @ 6400 rpm HP', 'Engine': 'V8, 4.6 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}, 'XLR-V Convertible 2D': {'Horsepower': '443 @ 6400 rpm HP', 'Engine': 'V8, Supercharged, 4.4L', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 2'}, 'Star Black Limited Edition Convertible 2D': {'Horsepower': '320 @ 6400 rpm HP', 'Engine': 'V8, 4.6 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}}}",{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Cadillac-XLR-FrontSide_CAXLR061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Avalanche 1500,['Pickup'],"{'Pickup': {'LT Sport Utility Pickup 4D 5 1/4 ft': {'Horsepower': '295 @ 5200 rpm HP', 'Engine': 'V8, FFV, 5.3 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 6'}, 'LS Sport Utility Pickup 4D 5 1/4 ft': {'Horsepower': '295 @ 5200 rpm HP', 'Engine': 'V8, FFV, 5.3 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 6'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Avalanche%201500-FrontSide_CTAV1061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Avalanche 2500,['Pickup'],"{'Pickup': {'LT Sport Utility Pickup 4D 5 1/4 ft': {'Horsepower': '325 @ 4200 rpm HP', 'Engine': 'V8, 8.1 Liter'}, 'LS Sport Utility Pickup 4D 5 1/4 ft': {'Horsepower': '325 @ 4200 rpm HP', 'Engine': 'V8, 8.1 Liter', 'Seating': 'Seats 6'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Avalanche%202500-FrontSide_CTAV2061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Aveo,"['Hatchback', 'Sedan']","{'Sedan': {'SVM Sedan 4D': {'Horsepower': '103 @ 6000 rpm HP', 'Engine': '4-Cyl, 1.6 Liter', 'Combined Fuel Economy': '25 MPG', 'Seating': 'Seats 5'}, 'LT Sedan 4D': {'Horsepower': '103 @ 6000 rpm HP', 'Engine': '4-Cyl, 1.6 Liter', 'Combined Fuel Economy': '25 MPG', 'Seating': 'Seats 5'}, 'LS Sedan 4D': {'Horsepower': '103 @ 6000 rpm HP', 'Engine': '4-Cyl, 1.6 Liter', 'Combined Fuel Economy': '25 MPG', 'Seating': 'Seats 5'}}, 'Hatchback': {'LT Hatchback 4D': {'Horsepower': '103 @ 6000 rpm HP', 'Engine': '4-Cyl, 1.6 Liter', 'Combined Fuel Economy': '25 MPG', 'Seating': 'Seats 5'}, 'LS Hatchback 4D': {'Horsepower': '103 @ 6000 rpm HP', 'Engine': '4-Cyl, 1.6 Liter', 'Combined Fuel Economy': '25 MPG', 'Seating': 'Seats 5'}, 'SVM Hatchback 4D': {'Horsepower': '103 @ 6000 rpm HP', 'Engine': '4-Cyl, 1.6 Liter', 'Combined Fuel Economy': '26 MPG', 'Seating': 'Seats 5'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Aveo-FrontSide_CHAVESED061_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Aveo-FrontSide_CHAVEHB061_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2006,Chevrolet,Cobalt,"['Coupe', 'Sedan']","{'Sedan': {'LTZ Sedan 4D': {'Horsepower': '145 @ 5600 rpm HP', 'Engine': '4-Cyl, 2.2 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, 'LT Sedan 4D': {'Horsepower': '145 @ 5600 rpm HP', 'Engine': '4-Cyl, 2.2 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, 'LS Sedan 4D': {'Horsepower': '145 @ 5600 rpm HP', 'Engine': '4-Cyl, 2.2 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, 'SS Sedan 4D': {'Horsepower': '171 @ 6200 rpm HP', 'Engine': '4-Cyl, 2.4 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}}, 'Coupe': {'SS Supercharged Coupe 2D': {'Horsepower': '205 @ 5600 rpm HP', 'Engine': '4-Cyl, Supercharged', 'Combined Fuel Economy': '23 MPG', 'Seating': 'Seats 5'}, 'SS Coupe 2D': {'Horsepower': '171 @ 6200 rpm HP', 'Engine': '4-Cyl, 2.4 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, 'LS Coupe 2D': {'Horsepower': '145 @ 5600 rpm HP', 'Engine': '4-Cyl, 2.2 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}, 'LT Coupe 2D': {'Horsepower': '145 @ 5600 rpm HP', 'Engine': '4-Cyl, 2.2 Liter', 'Combined Fuel Economy': '24 MPG', 'Seating': 'Seats 5'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Cobalt-FrontSide_CHCOBSED061_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Cobalt-FrontSide_CHCOBCPE061_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2006,Chevrolet,Colorado Crew Cab,['Pickup'],"{'Pickup': {'LT Pickup 4D 5 1/4 ft': {'Horsepower': '220 @ 5600 rpm HP', 'Engine': '5-Cyl, 3.5 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 6'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Colorado%20Crew%20Cab-FrontSide_CTCLC061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Colorado Extended Cab,['Pickup'],"{'Pickup': {'LS Pickup 4D 6 ft': {'Horsepower': '220 @ 5600 rpm HP', 'Engine': '5-Cyl, 3.5 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 5'}, 'LT Pickup 4D 6 ft': {'Horsepower': '220 @ 5600 rpm HP', 'Engine': '5-Cyl, 3.5 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 5'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Colorado%20Extended%20Cab-FrontSide_CTCLE061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Colorado Regular Cab,['Pickup'],"{'Pickup': {'Work Truck Pickup 2D 6 ft': {'Horsepower': '175 @ 5600 rpm HP', 'Engine': '4-Cyl, 2.8 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 3'}, 'LS Pickup 2D 6 ft': {'Horsepower': '175 @ 5600 rpm HP', 'Engine': '4-Cyl, 2.8 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 3'}, 'LT Pickup 2D 6 ft': {'Horsepower': '175 @ 5600 rpm HP', 'Engine': '4-Cyl, 2.8 Liter', 'Combined Fuel Economy': '17 MPG', 'Seating': 'Seats 3'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Colorado%20Regular%20Cab-FrontSide_CTCLR061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Corvette,"['Coupe', 'Convertible']","{'Convertible': {'Convertible 2D': {'Horsepower': '400 @ 6000 rpm HP', 'Engine': 'V8, 6.0 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}}, 'Coupe': {'Z06 Coupe 2D': {'Horsepower': '505 @ 6300 rpm HP', 'Engine': 'V8, 7.0 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}, 'Coupe 2D': {'Horsepower': '400 @ 6000 rpm HP', 'Engine': 'V8, 6.0 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 2'}}}","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Corvette-FrontSide_CHCVTCNV061_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Corvette-FrontSide_CHCVTCPE061_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2006,Chevrolet,Equinox,['SUV'],"{'SUV': {'LT Sport Utility 4D': {'Horsepower': '185 @ 5200 rpm HP', 'Engine': 'V6, 3.4 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}, 'LS Sport Utility 4D': {'Horsepower': '185 @ 5200 rpm HP', 'Engine': 'V6, 3.4 Liter', 'Combined Fuel Economy': '18 MPG', 'Seating': 'Seats 5'}}}",{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Equinox-FrontSide_CTEQUIN061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Express 1500 Cargo,['Van/Minivan'],"{'Van/Minivan': {'Van 3D': {'Horsepower': '195 @ 4400 rpm HP', 'Engine': 'V6, 4.3 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 2'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Express%201500%20Cargo-FrontSide_CT1XP061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Express 1500 Passenger,['Van/Minivan'],"{'Van/Minivan': {'LT Van 3D': {'Horsepower': '295 @ 5200 rpm HP', 'Engine': 'V8, 5.3 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 8'}, 'LS Van 3D': {'Horsepower': '295 @ 5200 rpm HP', 'Engine': 'V8, 5.3 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 8'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Express%201500%20Passenger-Front_CTXPPASS064_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Express 2500 Cargo,['Van/Minivan'],"{'Van/Minivan': {'Extended Van 3D': {'Horsepower': '285 @ 5200 rpm HP', 'Engine': 'V8, 4.8 Liter'}, 'Van 3D': {'Horsepower': '285 @ 5200 rpm HP', 'Engine': 'V8, 4.8 Liter', 'Seating': 'Seats 2'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Express%202500%20Cargo-FrontSide_CT2XP061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Express 2500 Passenger,['Van/Minivan'],"{'Van/Minivan': {'LT Van 3D': {'Horsepower': '285 @ 5200 rpm HP', 'Engine': 'V8, 4.8 Liter'}, 'LS Van 3D': {'Horsepower': '285 @ 5200 rpm HP', 'Engine': 'V8, 4.8 Liter', 'Seating': 'Seats 12'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Express%202500%20Passenger-Front_CTXPPASS064_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Express 3500 Cargo,['Van/Minivan'],"{'Van/Minivan': {'Van 3D': {'Horsepower': '300 @ 4400 rpm HP', 'Engine': 'V8, 6.0 Liter'}, 'Extended Van 3D': {'Horsepower': '300 @ 4400 rpm HP', 'Engine': 'V8, 6.0 Liter', 'Seating': 'Seats 2'}}}",{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Express%203500%20Cargo-FrontSide_CT2XP061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Express 3500 Passenger,['Van/Minivan'],NULL,{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Express%203500%20Passenger-Front_CTXPPASS064_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,HHR,['Wagon'],"{'Wagon': {'LS Sport Wagon 4D': {'Horsepower': '143 @ 5600 rpm HP', 'Engine': '4-Cyl, 2.2 Liter', 'Combined Fuel Economy': '22 MPG', 'Seating': 'Seats 5'}, 'LT Sport Wagon 4D': {'Horsepower': '143 @ 5600 rpm HP', 'Engine': '4-Cyl, 2.2 Liter', 'Combined Fuel Economy': '22 MPG', 'Seating': 'Seats 5'}}}",{'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-HHR-FrontSide_CHHHR061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Impala,['Sedan'],"{'Sedan': {'LTZ Sedan 4D': {'Horsepower': '242 @ 6000 rpm HP', 'Engine': 'V6, 3.9 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}, 'LT Sedan 4D': {'Horsepower': '211 @ 5800 rpm HP', 'Engine': 'V6, Flex Fuel, 3.5 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 6'}, 'LS Sedan 4D': {'Horsepower': '211 @ 5800 rpm HP', 'Engine': 'V6, Flex Fuel, 3.5 Liter', 'Combined Fuel Economy': '21 MPG', 'Seating': 'Seats 6'}, 'SS Sedan 4D': {'Horsepower': '303 @ 5600 rpm HP', 'Engine': 'V8, 5.3 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}}}",{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Impala-FrontSide_CHIMP061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Malibu,"['Sedan', 'Hatchback']","{'Sedan': {'LTZ Sedan 4D': {'Engine': 'V6, 3.5 Liter', 'Combined Fuel Economy': '23 MPG', 'Seating': 'Seats 5'}, 'LT Sedan 4D': {'Horsepower': '201 @ 5600 rpm HP', 'Engine': 'V6, 3.5 Liter', 'Combined Fuel Economy': '23 MPG', 'Seating': 'Seats 5'}, 'LS Sedan 4D': {'Horsepower': '201 @ 5600 rpm HP', 'Engine': 'V6, 3.5 Liter', 'Combined Fuel Economy': '23 MPG', 'Seating': 'Seats 5'}, 'SS Sedan 4D': {'Horsepower': '240 @ 6000 rpm HP', 'Engine': 'V6, 3.9 Liter', 'Combined Fuel Economy': '20 MPG', 'Seating': 'Seats 5'}}, 'Hatchback': {'LS MAXX Hatchback 4D': {'Engine': 'V6, 3.5 Liter', 'Combined Fuel Economy': '23 MPG', 'Seating': 'Seats 5'}, 'LT MAXX Hatchback 4D': {'Engine': 'V6, 3.5 Liter', 'Seating': 'Seats 5', 'Combined Fuel Economy': '23 MPG'}, 'LTZ MAXX Hatchback 4D': {'Engine': 'V6, 3.5 Liter', 'Horsepower': '240 @ 6000 rpm HP', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}, 'SS MAXX Hatchback 4D': {'Engine': 'V6, 3.9 Liter'}}}","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Malibu-FrontSide_CHMALSS061_505x375.jpg?interpolation=high-quality&downsize=391:*', 'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Malibu-FrontSide_CHMALMAXX061_505x375.jpg?interpolation=high-quality&downsize=391:*'}"
2006,Chevrolet,Monte Carlo,['Coupe'],"{'Coupe': {'LTZ Coupe 2D': {'Horsepower': '240 @ 5800 rpm HP', 'Engine': 'V6, 3.9 Liter', 'Combined Fuel Economy': '21 MPG', 'Seating': 'Seats 5'}, 'SS Coupe 2D': {'Horsepower': '303 @ 5600 rpm HP', 'Engine': 'V8, 5.3 Liter', 'Combined Fuel Economy': '19 MPG', 'Seating': 'Seats 5'}, 'LS Coupe 2D': {'Horsepower': '210 @ 5800 rpm HP', 'Engine': 'V6, Flex Fuel, 3.5 Liter', 'Combined Fuel Economy': '22 MPG', 'Seating': 'Seats 5'}, 'LT Coupe 2D': {'Horsepower': '240 @ 5800 rpm HP', 'Engine': 'V6, 3.9 Liter', 'Combined Fuel Economy': '21 MPG', 'Seating': 'Seats 5'}}}",{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Monte%20Carlo-FrontSide_CHMON061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Silverado 1500 Crew Cab,['Pickup'],"{'Pickup': {'LT Pickup 4D 5 3/4 ft': {'Horsepower': '295 @ 5200 rpm HP', 'Engine': 'V8, 5.3 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 6'}, 'LS Pickup 4D 5 3/4 ft': {'Horsepower': '285 @ 5200 rpm HP', 'Engine': 'V8, 4.8 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 6'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Silverado%201500%20Crew%20Cab-FrontSide_CTS1C061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Silverado 1500 Extended Cab,['Pickup'],"{'Pickup': {'LT Hybrid Pickup 4D 6 1/2 ft': {'Horsepower': '295 @ 5200 rpm HP', 'Engine': 'V8, Hybrid, 5.3 Liter', 'Combined Fuel Economy': '16 MPG', 'Seating': 'Seats 6'}, 'LS Pickup 4D 8 ft': {'Horsepower': '295 @ 5200 rpm HP', 'Engine': 'V8, 5.3 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 6'}, 'LS Pickup 4D 6 1/2 ft': {'Horsepower': '285 @ 5200 rpm HP', 'Engine': 'V8, 4.8 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 6'}, 'LT Pickup 4D 6 1/2 ft': {'Horsepower': '310 @ 5200 rpm HP', 'Engine': 'V8, 5.3 Liter (L33)', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 6'}, 'Work Truck Pickup 4D 6 1/2 ft': {'Horsepower': '195 @ 4600 rpm HP', 'Engine': 'V6, 4.3 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 6'}, 'SS Pickup 4D 6 1/2 ft': {'Horsepower': '345 @ 5200 rpm HP', 'Engine': 'V8, HO, 6.0 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 6'}, 'Work Truck Pickup 4D 8 ft': {'Horsepower': '295 @ 5200 rpm HP', 'Engine': 'V8, 5.3 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 6'}, 'LT Pickup 4D 5 3/4 ft': {'Horsepower': '295 @ 5200 rpm HP', 'Engine': 'V8, 5.3 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 6'}, 'LT Pickup 4D 8 ft': {'Horsepower': '295 @ 5200 rpm HP', 'Engine': 'V8, 5.3 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 6'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Silverado%201500%20Extended%20Cab-FrontSide_CTS1E061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Silverado 1500 HD Crew Cab,['Pickup'],"{'Pickup': {'LT Pickup 4D 6 1/2 ft': {'Horsepower': '300 @ 4400 rpm HP', 'Engine': 'V8, 6.0 Liter', 'Combined Fuel Economy': '14 MPG', 'Seating': 'Seats 6'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Silverado%201500%20HD%20Crew%20Cab-FrontSide_CTS1C061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Silverado 1500 Regular Cab,['Pickup'],"{'Pickup': {'LS Pickup 2D 8 ft': {'Horsepower': '285 @ 5200 rpm HP', 'Engine': 'V8, 4.8 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 3'}, 'LS Pickup 2D 6 1/2 ft': {'Horsepower': '285 @ 5200 rpm HP', 'Engine': 'V8, 4.8 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 3'}, 'LT Pickup 2D 8 ft': {'Horsepower': '285 @ 5200 rpm HP', 'Engine': 'V8, 4.8 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 3'}, 'Work Truck Pickup 2D 6 1/2 ft': {'Horsepower': '195 @ 4600 rpm HP', 'Engine': 'V6, 4.3 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 3'}, 'LT Pickup 2D 6 1/2 ft': {'Horsepower': '285 @ 5200 rpm HP', 'Engine': 'V8, 4.8 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 3'}, 'Work Truck Pickup 2D 8 ft': {'Horsepower': '195 @ 4600 rpm HP', 'Engine': 'V6, 4.3 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 3'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Silverado%201500%20Regular%20Cab-FrontSide_CTS1R061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Silverado 2500 HD Crew Cab,['Pickup'],"{'Pickup': {'LS Pickup 4D 8 ft': {'Horsepower': '360 @ 3200 rpm HP', 'Engine': 'V8, 6.6L Turbo Dsl', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 6'}, 'LS Pickup 4D 6 1/2 ft': {'Horsepower': '360 @ 3200 rpm HP', 'Engine': 'V8, 6.6L Turbo Dsl', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 6'}, 'LT Pickup 4D 6 1/2 ft': {'Horsepower': '360 @ 3200 rpm HP', 'Engine': 'V8, 6.6L Turbo Dsl', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 6'}, 'Work Truck Pickup 4D 6 1/2 ft': {'Horsepower': '300 @ 4400 rpm HP', 'Engine': 'V8, 6.0 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 6'}, 'Work Truck Pickup 4D 8 ft': {'Horsepower': '300 @ 4400 rpm HP', 'Engine': 'V8, 6.0 Liter', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 6'}, 'LT Pickup 4D 8 ft': {'Horsepower': '360 @ 3200 rpm HP', 'Engine': 'V8, 6.6L Turbo Dsl', 'Combined Fuel Economy': '15 MPG', 'Seating': 'Seats 6'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Silverado%202500%20HD%20Crew%20Cab-FrontSide_CTS2C064_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Silverado 2500 HD Extended Cab,['Pickup'],NULL,{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Silverado%202500%20HD%20Extended%20Cab-FrontSide_CTS2E061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Silverado 2500 HD Regular Cab,['Pickup'],"{'Pickup': {'LS Pickup 2D 8 ft': {'Horsepower': '300 @ 4400 rpm HP', 'Engine': 'V8, 6.0 Liter', 'Seating': 'Seats 3'}, 'LT Pickup 2D 8 ft': {'Engine': 'V8, 6.0 Liter'}, 'Work Truck Pickup 2D 8 ft': {'Horsepower': '300 @ 4400 rpm HP', 'Engine': 'V8, 6.0 Liter', 'Seating': 'Seats 3'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Silverado%202500%20HD%20Regular%20Cab-Side_CTS2R063_505x375.jpg?interpolation=high-quality&downsize=391:*'}
2006,Chevrolet,Silverado 3500 Crew Cab,['Pickup'],"{'Pickup': {'Work Truck Pickup 4D 8 ft': {'Horsepower': '300 @ 4400 rpm HP', 'Engine': 'V8, 6.0 Liter', 'Seating': 'Seats 6'}, 'LT Pickup 4D 8 ft': {'Horsepower': '360 @ 3200 rpm HP', 'Engine': 'V8, 6.6L Turbo Dsl', 'Seating': 'Seats 6'}, 'LS Pickup 4D 8 ft': {'Engine': 'V8, 6.6L Turbo Dsl'}}}",{'Pickup': 'https://file.kelleybluebookimages.com/kbb/base/house/2006/2006-Chevrolet-Silverado%203500%20Crew%20Cab-FrontSide_CTS3C061_505x375.jpg?interpolation=high-quality&downsize=391:*'}
